,year,quarter,state,district,registered_user
3321,2023,Q3,chhattisgarh,raipur district,1360842
3322,2023,Q3,chhattisgarh,narayanpur district,30277
3323,2023,Q3,chhattisgarh,kanker district,176464
3324,2023,Q3,chhattisgarh,korea district,168739
3325,2023,Q3,chhattisgarh,mungeli district,122300
3326,2023,Q3,chhattisgarh,bilaspur district,705698
3327,2023,Q3,chhattisgarh,balrampur district,133080
3328,2023,Q3,chhattisgarh,bijapur district,61882
3329,2023,Q3,chhattisgarh,bemetara district,155580
3330,2023,Q3,chhattisgarh,bastar district,187517
3331,2023,Q3,chhattisgarh,kondagaon district,102482
3332,2023,Q3,chhattisgarh,mahasamund district,243585
3333,2023,Q4,chhattisgarh,dhamtari district,187596
3334,2023,Q4,chhattisgarh,korba district,432504
3335,2023,Q4,chhattisgarh,surajpur district,175209
3336,2023,Q4,chhattisgarh,baloda bazar district,320644
3337,2023,Q4,chhattisgarh,sukma district,54925
3338,2023,Q4,chhattisgarh,raigarh district,552165
3339,2023,Q4,chhattisgarh,janjgir champa district,537936
3340,2023,Q4,chhattisgarh,jashpur district,180117
3341,2023,Q4,chhattisgarh,balod district,189543
3342,2023,Q4,chhattisgarh,kabirdham district,175290
3343,2023,Q4,chhattisgarh,surguja district,267755
3344,2023,Q4,chhattisgarh,dantewada district,78612
3345,2023,Q4,chhattisgarh,gariyaband district,112313
3346,2023,Q4,chhattisgarh,durg district,863802
3347,2023,Q4,chhattisgarh,rajnandgaon district,359246
3348,2023,Q4,chhattisgarh,raipur district,1407537
3349,2023,Q4,chhattisgarh,narayanpur district,31413
3350,2023,Q4,chhattisgarh,kanker district,183033
3351,2023,Q4,chhattisgarh,korea district,174532
3352,2023,Q4,chhattisgarh,mungeli district,126582
3353,2023,Q4,chhattisgarh,bilaspur district,729941
3354,2023,Q4,chhattisgarh,balrampur district,137822
3355,2023,Q4,chhattisgarh,bijapur district,64355
3356,2023,Q4,chhattisgarh,bemetara district,161344
3357,2023,Q4,chhattisgarh,bastar district,194070
3358,2023,Q4,chhattisgarh,kondagaon district,106147
3359,2023,Q4,chhattisgarh,mahasamund district,252583
3360,2018,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,2553
3361,2018,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,18677
3362,2018,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,32028
3363,2018,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,3229
3364,2018,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,25144
3365,2018,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,43085
3366,2018,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,3830
3367,2018,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,32651
3368,2018,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,55626
3369,2018,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,4609
3370,2018,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,42069
3371,2018,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,69833
3372,2019,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,5452
3373,2019,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,51093
3374,2019,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,83987
3375,2019,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,6193
3376,2019,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,58005
3377,2019,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,94382
3378,2019,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,6746
3379,2019,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,64854
3380,2019,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,105329
3381,2019,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,7323
3382,2019,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,72470
3383,2019,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,117805
3384,2020,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,7912
3385,2020,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,80329
3386,2020,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,130255
3387,2020,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,8795
3388,2020,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,90016
3389,2020,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,146003
3390,2020,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,9655
3391,2020,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,98108
3392,2020,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,160183
3393,2020,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,10550
3394,2020,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,108511
3395,2020,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,177432
3396,2021,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,11406
3397,2021,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,117728
3398,2021,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,192262
3399,2021,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,12220
3400,2021,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,126258
3401,2021,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,206516
3402,2021,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,13167
3403,2021,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,135976
3404,2021,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,222731
3405,2021,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,14047
3406,2021,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,145806
3407,2021,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,239110
3408,2022,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,14964
3409,2022,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,155029
3410,2022,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,254577
3411,2022,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,15811
3412,2022,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,163861
3413,2022,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,269344
3414,2022,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,16665
3415,2022,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,173219
3416,2022,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,284923
3417,2022,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,17427
3418,2022,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,182481
3419,2022,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,300217
3420,2023,Q1,dadra-&-nagar-haveli-&-daman-&-diu,diu district,18234
3421,2023,Q1,dadra-&-nagar-haveli-&-daman-&-diu,daman district,191432
3422,2023,Q1,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,314951
3423,2023,Q2,dadra-&-nagar-haveli-&-daman-&-diu,diu district,18972
3424,2023,Q2,dadra-&-nagar-haveli-&-daman-&-diu,daman district,199267
3425,2023,Q2,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,328125
3426,2023,Q3,dadra-&-nagar-haveli-&-daman-&-diu,diu district,19752
3427,2023,Q3,dadra-&-nagar-haveli-&-daman-&-diu,daman district,207437
3428,2023,Q3,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,341846
3429,2023,Q4,dadra-&-nagar-haveli-&-daman-&-diu,diu district,20497
3430,2023,Q4,dadra-&-nagar-haveli-&-daman-&-diu,daman district,215319
3431,2023,Q4,dadra-&-nagar-haveli-&-daman-&-diu,dadra and nagar haveli district,354944
3432,2018,Q1,delhi,south district,156706
3433,2018,Q1,delhi,central district,202723
3434,2018,Q1,delhi,new delhi district,212008
3435,2018,Q1,delhi,west district,308558
3436,2018,Q1,delhi,south west district,179197
3437,2018,Q1,delhi,south east delhi district,251213
3438,2018,Q1,delhi,shahdara district,114549
3439,2018,Q1,delhi,north east district,95472
3440,2018,Q1,delhi,east district,169295
3441,2018,Q1,delhi,north west district,223679
3442,2018,Q1,delhi,north district,173622
3443,2018,Q2,delhi,south district,206935
3444,2018,Q2,delhi,central district,267154
3445,2018,Q2,delhi,new delhi district,282319
3446,2018,Q2,delhi,west district,406877
3447,2018,Q2,delhi,south west district,236789
3448,2018,Q2,delhi,south east delhi district,333350
3449,2018,Q2,delhi,shahdara district,152113
3450,2018,Q2,delhi,north east district,127159
3451,2018,Q2,delhi,east district,221449
3452,2018,Q2,delhi,north west district,294038
3453,2018,Q2,delhi,north district,227958
3454,2018,Q3,delhi,south district,264628
3455,2018,Q3,delhi,central district,340549
3456,2018,Q3,delhi,new delhi district,363140
3457,2018,Q3,delhi,west district,515854
3458,2018,Q3,delhi,south west district,297663
3459,2018,Q3,delhi,south east delhi district,423177
3460,2018,Q3,delhi,shahdara district,192430
3461,2018,Q3,delhi,north east district,159566
3462,2018,Q3,delhi,east district,280847
3463,2018,Q3,delhi,north west district,376806
3464,2018,Q3,delhi,north district,290251
3465,2018,Q4,delhi,south district,344311
3466,2018,Q4,delhi,central district,446787
3467,2018,Q4,delhi,new delhi district,470991
3468,2018,Q4,delhi,west district,686653
3469,2018,Q4,delhi,south west district,393208
3470,2018,Q4,delhi,south east delhi district,564640
3471,2018,Q4,delhi,shahdara district,257785
3472,2018,Q4,delhi,north east district,216694
3473,2018,Q4,delhi,east district,373139
3474,2018,Q4,delhi,north west district,496928
3475,2018,Q4,delhi,north district,379177
3476,2019,Q1,delhi,south district,407519
3477,2019,Q1,delhi,central district,529918
3478,2019,Q1,delhi,new delhi district,558516
3479,2019,Q1,delhi,west district,820526
3480,2019,Q1,delhi,south west district,467571
3481,2019,Q1,delhi,south east delhi district,671667
3482,2019,Q1,delhi,shahdara district,310351
3483,2019,Q1,delhi,north east district,262131
3484,2019,Q1,delhi,east district,439639
3485,2019,Q1,delhi,north west district,583438
3486,2019,Q1,delhi,north district,447987
3487,2019,Q2,delhi,south district,453829
3488,2019,Q2,delhi,central district,596940
3489,2019,Q2,delhi,new delhi district,637526
3490,2019,Q2,delhi,west district,919096
3491,2019,Q2,delhi,south west district,519422
3492,2019,Q2,delhi,south east delhi district,749218
3493,2019,Q2,delhi,shahdara district,352312
3494,2019,Q2,delhi,north east district,298037
3495,2019,Q2,delhi,east district,487121
3496,2019,Q2,delhi,north west district,649377
3497,2019,Q2,delhi,north district,502570
3498,2019,Q3,delhi,south district,498200
3499,2019,Q3,delhi,central district,658985
3500,2019,Q3,delhi,new delhi district,705546
3501,2019,Q3,delhi,west district,1008836
3502,2019,Q3,delhi,south west district,567496
3503,2019,Q3,delhi,south east delhi district,821304
3504,2019,Q3,delhi,shahdara district,391827
3505,2019,Q3,delhi,north east district,334361
3506,2019,Q3,delhi,east district,532254
3507,2019,Q3,delhi,north west district,709448
3508,2019,Q3,delhi,north district,554029
3509,2019,Q4,delhi,south district,533716
3510,2019,Q4,delhi,central district,711015
3511,2019,Q4,delhi,new delhi district,757888
3512,2019,Q4,delhi,west district,1081496
3513,2019,Q4,delhi,south west district,605482
3514,2019,Q4,delhi,south east delhi district,883080
3515,2019,Q4,delhi,shahdara district,425305
3516,2019,Q4,delhi,north east district,366088
3517,2019,Q4,delhi,east district,568283
3518,2019,Q4,delhi,north west district,758620
3519,2019,Q4,delhi,north district,598910
3520,2020,Q1,delhi,south district,570329
3521,2020,Q1,delhi,central district,765149
3522,2020,Q1,delhi,new delhi district,810489
3523,2020,Q1,delhi,west district,1160353
3524,2020,Q1,delhi,south west district,644981
3525,2020,Q1,delhi,south east delhi district,947535
3526,2020,Q1,delhi,shahdara district,460186
3527,2020,Q1,delhi,north east district,399504
3528,2020,Q1,delhi,east district,604768
3529,2020,Q1,delhi,north west district,814249
3530,2020,Q1,delhi,north district,648654
3531,2020,Q2,delhi,south district,608062
3532,2020,Q2,delhi,central district,821609
3533,2020,Q2,delhi,new delhi district,858515
3534,2020,Q2,delhi,west district,1243875
3535,2020,Q2,delhi,south west district,688199
3536,2020,Q2,delhi,south east delhi district,1011931
3537,2020,Q2,delhi,shahdara district,498710
3538,2020,Q2,delhi,north east district,437601
3539,2020,Q2,delhi,east district,641233
3540,2020,Q2,delhi,north west district,877218
3541,2020,Q2,delhi,north district,704186
3542,2020,Q3,delhi,south district,651616
3543,2020,Q3,delhi,central district,888536
3544,2020,Q3,delhi,new delhi district,912051
3545,2020,Q3,delhi,west district,1343895
3546,2020,Q3,delhi,south west district,739034
3547,2020,Q3,delhi,south east delhi district,1088989
3548,2020,Q3,delhi,shahdara district,543831
3549,2020,Q3,delhi,north east district,479924
3550,2020,Q3,delhi,east district,685955
3551,2020,Q3,delhi,north west district,946954
3552,2020,Q3,delhi,north district,763389
3553,2020,Q4,delhi,south district,699303
3554,2020,Q4,delhi,central district,962750
3555,2020,Q4,delhi,new delhi district,971715
3556,2020,Q4,delhi,west district,1451042
3557,2020,Q4,delhi,south west district,792331
3558,2020,Q4,delhi,south east delhi district,1174221
3559,2020,Q4,delhi,shahdara district,591192
3560,2020,Q4,delhi,north east district,525117
3561,2020,Q4,delhi,east district,734091
3562,2020,Q4,delhi,north west district,1019187
3563,2020,Q4,delhi,north district,827019
3564,2021,Q1,delhi,south district,749173
3565,2021,Q1,delhi,central district,1035060
3566,2021,Q1,delhi,new delhi district,1039016
3567,2021,Q1,delhi,west district,1559112
3568,2021,Q1,delhi,south west district,849223
3569,2021,Q1,delhi,south east delhi district,1260645
3570,2021,Q1,delhi,shahdara district,636908
3571,2021,Q1,delhi,north east district,567107
3572,2021,Q1,delhi,east district,786308
3573,2021,Q1,delhi,north west district,1094464
3574,2021,Q1,delhi,north district,890194
3575,2021,Q2,delhi,south district,799590
3576,2021,Q2,delhi,central district,1105640
3577,2021,Q2,delhi,new delhi district,1108471
3578,2021,Q2,delhi,west district,1666267
3579,2021,Q2,delhi,south west district,906878
3580,2021,Q2,delhi,south east delhi district,1346063
3581,2021,Q2,delhi,shahdara district,681073
3582,2021,Q2,delhi,north east district,607021
3583,2021,Q2,delhi,east district,839185
3584,2021,Q2,delhi,north west district,1170137
3585,2021,Q2,delhi,north district,952374
3586,2021,Q3,delhi,south district,855177
3587,2021,Q3,delhi,central district,1184217
3588,2021,Q3,delhi,new delhi district,1185588
3589,2021,Q3,delhi,west district,1785309
3590,2021,Q3,delhi,south west district,971552
3591,2021,Q3,delhi,south east delhi district,1441462
3592,2021,Q3,delhi,shahdara district,730209
3593,2021,Q3,delhi,north east district,651695
3594,2021,Q3,delhi,east district,898137
3595,2021,Q3,delhi,north west district,1254464
3596,2021,Q3,delhi,north district,1022251
3597,2021,Q4,delhi,south district,911399
3598,2021,Q4,delhi,central district,1263911
3599,2021,Q4,delhi,new delhi district,1263818
3600,2021,Q4,delhi,west district,1905278
3601,2021,Q4,delhi,south west district,1036466
3602,2021,Q4,delhi,south east delhi district,1537814
3603,2021,Q4,delhi,shahdara district,779798
3604,2021,Q4,delhi,north east district,696743
3605,2021,Q4,delhi,east district,957392
3606,2021,Q4,delhi,north west district,1339480
3607,2021,Q4,delhi,north district,1093028
3608,2022,Q1,delhi,south district,963775
3609,2022,Q1,delhi,central district,1338465
3610,2022,Q1,delhi,new delhi district,1336911
3611,2022,Q1,delhi,west district,2017435
3612,2022,Q1,delhi,south west district,1097016
3613,2022,Q1,delhi,south east delhi district,1628157
3614,2022,Q1,delhi,shahdara district,826148
3615,2022,Q1,delhi,north east district,739301
3616,2022,Q1,delhi,east district,1013024
3617,2022,Q1,delhi,north west district,1419688
3618,2022,Q1,delhi,north district,1159277
3619,2022,Q2,delhi,south district,1013938
3620,2022,Q2,delhi,central district,1409776
3621,2022,Q2,delhi,new delhi district,1406687
3622,2022,Q2,delhi,west district,2124626
3623,2022,Q2,delhi,south west district,1155288
3624,2022,Q2,delhi,south east delhi district,1714507
3625,2022,Q2,delhi,shahdara district,870461
3626,2022,Q2,delhi,north east district,779621
3627,2022,Q2,delhi,east district,1066632
3628,2022,Q2,delhi,north west district,1496002
3629,2022,Q2,delhi,north district,1222605
3630,2022,Q3,delhi,south district,1065631
3631,2022,Q3,delhi,central district,1483786
3632,2022,Q3,delhi,new delhi district,1479669
3633,2022,Q3,delhi,west district,2235907
3634,2022,Q3,delhi,south west district,1215697
3635,2022,Q3,delhi,south east delhi district,1804123
3636,2022,Q3,delhi,shahdara district,917096
3637,2022,Q3,delhi,north east district,822038
3638,2022,Q3,delhi,east district,1121596
3639,2022,Q3,delhi,north west district,1575473
3640,2022,Q3,delhi,north district,1288507
3641,2022,Q4,delhi,south district,1117981
3642,2022,Q4,delhi,central district,1558400
3643,2022,Q4,delhi,new delhi district,1552874
3644,2022,Q4,delhi,west district,2348063
3645,2022,Q4,delhi,south west district,1275864
3646,2022,Q4,delhi,south east delhi district,1894776
3647,2022,Q4,delhi,shahdara district,963656
3648,2022,Q4,delhi,north east district,864990
3649,2022,Q4,delhi,east district,1177294
3650,2022,Q4,delhi,north west district,1655730
3651,2022,Q4,delhi,north district,1354521
3652,2023,Q1,delhi,south district,1167338
3653,2023,Q1,delhi,central district,1629248
3654,2023,Q1,delhi,new delhi district,1622600
3655,2023,Q1,delhi,west district,2453869
3656,2023,Q1,delhi,south west district,1333347
3657,2023,Q1,delhi,south east delhi district,1980915
3658,2023,Q1,delhi,shahdara district,1007880
3659,2023,Q1,delhi,north east district,906036
3660,2023,Q1,delhi,east district,1230290
3661,2023,Q1,delhi,north west district,1731494
3662,2023,Q1,delhi,north district,1416994
3663,2023,Q2,delhi,south district,1209741
3664,2023,Q2,delhi,central district,1690547
3665,2023,Q2,delhi,new delhi district,1682305
3666,2023,Q2,delhi,west district,2546575
3667,2023,Q2,delhi,south west district,1383364
3668,2023,Q2,delhi,south east delhi district,2055408
3669,2023,Q2,delhi,shahdara district,1046614
3670,2023,Q2,delhi,north east district,942089
3671,2023,Q2,delhi,east district,1275831
3672,2023,Q2,delhi,north west district,1798636
3673,2023,Q2,delhi,north district,1471979
3674,2023,Q3,delhi,south district,1254751
3675,2023,Q3,delhi,central district,1754227
3676,2023,Q3,delhi,new delhi district,1744588
3677,2023,Q3,delhi,west district,2641529
3678,2023,Q3,delhi,south west district,1435544
3679,2023,Q3,delhi,south east delhi district,2133173
3680,2023,Q3,delhi,shahdara district,1086372
3681,2023,Q3,delhi,north east district,978886
3682,2023,Q3,delhi,east district,1322844
3683,2023,Q3,delhi,north west district,1866671
3684,2023,Q3,delhi,north district,1528582
3685,2023,Q4,delhi,south district,1296849
3686,2023,Q4,delhi,central district,1815323
3687,2023,Q4,delhi,new delhi district,1803952
3688,2023,Q4,delhi,west district,2732926
3689,2023,Q4,delhi,south west district,1484762
3690,2023,Q4,delhi,south east delhi district,2207076
3691,2023,Q4,delhi,shahdara district,1124343
3692,2023,Q4,delhi,north east district,1014509
3693,2023,Q4,delhi,east district,1367614
3694,2023,Q4,delhi,north west district,1933267
3695,2023,Q4,delhi,north district,1583005
3696,2018,Q1,goa,north goa district,57769
3697,2018,Q1,goa,south goa district,34167
3698,2018,Q2,goa,north goa district,76192
3699,2018,Q2,goa,south goa district,45982
3700,2018,Q3,goa,north goa district,95307
3701,2018,Q3,goa,south goa district,58495
3702,2018,Q4,goa,north goa district,121001
3703,2018,Q4,goa,south goa district,74349
3704,2019,Q1,goa,north goa district,147802
3705,2019,Q1,goa,south goa district,90350
3706,2019,Q2,goa,north goa district,173002
3707,2019,Q2,goa,south goa district,105938
3708,2019,Q3,goa,north goa district,197361
3709,2019,Q3,goa,south goa district,119833
3710,2019,Q4,goa,north goa district,220385
3711,2019,Q4,goa,south goa district,133161
3712,2020,Q1,goa,north goa district,244309
3713,2020,Q1,goa,south goa district,147591
3714,2020,Q2,goa,north goa district,267533
3715,2020,Q2,goa,south goa district,163106
3716,2020,Q3,goa,north goa district,294195
3717,2020,Q3,goa,south goa district,180767
3718,2020,Q4,goa,north goa district,326479
3719,2020,Q4,goa,south goa district,201105
3720,2021,Q1,goa,north goa district,352593
3721,2021,Q1,goa,south goa district,217442
3722,2021,Q2,goa,north goa district,376703
3723,2021,Q2,goa,south goa district,232403
3724,2021,Q3,goa,north goa district,403952
3725,2021,Q3,goa,south goa district,249506
3726,2021,Q4,goa,north goa district,430814
3727,2021,Q4,goa,south goa district,266364
3728,2022,Q1,goa,north goa district,456250
3729,2022,Q1,goa,south goa district,282378
3730,2022,Q2,goa,north goa district,480353
3731,2022,Q2,goa,south goa district,297426
3732,2022,Q3,goa,north goa district,504946
3733,2022,Q3,goa,south goa district,312884
3734,2022,Q4,goa,north goa district,527826
3735,2022,Q4,goa,south goa district,327376
3736,2023,Q1,goa,north goa district,550554
3737,2023,Q1,goa,south goa district,341631
3738,2023,Q2,goa,north goa district,571111
3739,2023,Q2,goa,south goa district,354909
3740,2023,Q3,goa,north goa district,593176
3741,2023,Q3,goa,south goa district,368655
3742,2023,Q4,goa,north goa district,613836
3743,2023,Q4,goa,south goa district,382087
3744,2018,Q1,gujarat,anand district,68052
3745,2018,Q1,gujarat,jamnagar district,52416
3746,2018,Q1,gujarat,devbhumi dwarka district,15809
3747,2018,Q1,gujarat,rajkot district,133017
3748,2018,Q1,gujarat,aravallis district,21932
3749,2018,Q1,gujarat,chhotaudepur district,6581
3750,2018,Q1,gujarat,botad district,23738
3751,2018,Q1,gujarat,bharuch district,101575
3752,2018,Q1,gujarat,bhavnagar district,87683
3753,2018,Q1,gujarat,junagadh district,35171
3754,2018,Q1,gujarat,mahesana district,97004
3755,2018,Q1,gujarat,the dangs district,2285
3756,2018,Q1,gujarat,kheda district,43776
3757,2018,Q1,gujarat,surat district,489852
3758,2018,Q1,gujarat,porbandar district,12401
3759,2018,Q1,gujarat,gandhinagar district,118201
3760,2018,Q1,gujarat,panch mahals district,32263
3761,2018,Q1,gujarat,narmada district,6464
3762,2018,Q1,gujarat,gir somnath district,28292
3763,2018,Q1,gujarat,valsad district,80138
3764,2018,Q1,gujarat,mahisagar district,11048
3765,2018,Q1,gujarat,sabar kantha district,45018
3766,2018,Q1,gujarat,tapi district,14231
3767,2018,Q1,gujarat,vadodara district,205722
3768,2018,Q1,gujarat,banas kantha district,93506
3769,2018,Q1,gujarat,amreli district,31443
3770,2018,Q1,gujarat,ahmadabad district,572811
3771,2018,Q1,gujarat,dohad district,16212
3772,2018,Q1,gujarat,navsari district,35437
3773,2018,Q1,gujarat,patan district,41580
3774,2018,Q1,gujarat,kachchh district,97838
3775,2018,Q1,gujarat,surendranagar district,38223
3776,2018,Q1,gujarat,morbi district,30329
3777,2018,Q2,gujarat,anand district,90911
3778,2018,Q2,gujarat,jamnagar district,68512
3779,2018,Q2,gujarat,devbhumi dwarka district,20804
3780,2018,Q2,gujarat,rajkot district,174778
3781,2018,Q2,gujarat,aravallis district,29047
3782,2018,Q2,gujarat,chhotaudepur district,9053
3783,2018,Q2,gujarat,botad district,32883
3784,2018,Q2,gujarat,bharuch district,134500
3785,2018,Q2,gujarat,bhavnagar district,115812
3786,2018,Q2,gujarat,junagadh district,46665
3787,2018,Q2,gujarat,mahesana district,127614
3788,2018,Q2,gujarat,the dangs district,3047
3789,2018,Q2,gujarat,kheda district,60097
3790,2018,Q2,gujarat,surat district,652372
3791,2018,Q2,gujarat,porbandar district,16137
3792,2018,Q2,gujarat,gandhinagar district,155539
3793,2018,Q2,gujarat,panch mahals district,42575
3794,2018,Q2,gujarat,narmada district,8940
3795,2018,Q2,gujarat,gir somnath district,37769
3796,2018,Q2,gujarat,valsad district,107556
3797,2018,Q2,gujarat,mahisagar district,15010
3798,2018,Q2,gujarat,sabar kantha district,59955
3799,2018,Q2,gujarat,tapi district,19255
3800,2018,Q2,gujarat,vadodara district,271730
3801,2018,Q2,gujarat,banas kantha district,125849
3802,2018,Q2,gujarat,amreli district,42021
3803,2018,Q2,gujarat,ahmadabad district,751746
3804,2018,Q2,gujarat,dohad district,21983
3805,2018,Q2,gujarat,navsari district,47911
3806,2018,Q2,gujarat,patan district,55482
3807,2018,Q2,gujarat,kachchh district,128064
3808,2018,Q2,gujarat,surendranagar district,51527
3809,2018,Q2,gujarat,morbi district,40681
3810,2018,Q3,gujarat,anand district,116188
3811,2018,Q3,gujarat,jamnagar district,84886
3812,2018,Q3,gujarat,devbhumi dwarka district,26394
3813,2018,Q3,gujarat,rajkot district,215459
3814,2018,Q3,gujarat,aravallis district,37199
3815,2018,Q3,gujarat,chhotaudepur district,12302
3816,2018,Q3,gujarat,botad district,40559
3817,2018,Q3,gujarat,bharuch district,169322
3818,2018,Q3,gujarat,bhavnagar district,141243
3819,2018,Q3,gujarat,junagadh district,57716
3820,2018,Q3,gujarat,mahesana district,157274
3821,2018,Q3,gujarat,the dangs district,4052
3822,2018,Q3,gujarat,kheda district,80213
3823,2018,Q3,gujarat,surat district,808005
3824,2018,Q3,gujarat,porbandar district,19921
3825,2018,Q3,gujarat,gandhinagar district,190882
3826,2018,Q3,gujarat,panch mahals district,53825
3827,2018,Q3,gujarat,narmada district,11957
3828,2018,Q3,gujarat,gir somnath district,47541
3829,2018,Q3,gujarat,valsad district,136470
3830,2018,Q3,gujarat,mahisagar district,19564
3831,2018,Q3,gujarat,sabar kantha district,74642
3832,2018,Q3,gujarat,tapi district,25095
3833,2018,Q3,gujarat,vadodara district,335125
3834,2018,Q3,gujarat,banas kantha district,159591
3835,2018,Q3,gujarat,amreli district,53845
3836,2018,Q3,gujarat,ahmadabad district,919252
3837,2018,Q3,gujarat,dohad district,28857
3838,2018,Q3,gujarat,navsari district,60676
3839,2018,Q3,gujarat,patan district,68979
3840,2018,Q3,gujarat,kachchh district,158762
3841,2018,Q3,gujarat,surendranagar district,65325
3842,2018,Q3,gujarat,morbi district,52062
3843,2018,Q4,gujarat,anand district,146258
3844,2018,Q4,gujarat,jamnagar district,103876
3845,2018,Q4,gujarat,devbhumi dwarka district,32660
3846,2018,Q4,gujarat,rajkot district,260602
3847,2018,Q4,gujarat,aravallis district,46665
3848,2018,Q4,gujarat,chhotaudepur district,16321
3849,2018,Q4,gujarat,botad district,49066
3850,2018,Q4,gujarat,bharuch district,211843
3851,2018,Q4,gujarat,bhavnagar district,173699
3852,2018,Q4,gujarat,junagadh district,70174
3853,2018,Q4,gujarat,mahesana district,192493
3854,2018,Q4,gujarat,the dangs district,5165
3855,2018,Q4,gujarat,kheda district,103292
3856,2018,Q4,gujarat,surat district,998807
3857,2018,Q4,gujarat,porbandar district,24373
3858,2018,Q4,gujarat,gandhinagar district,242368
3859,2018,Q4,gujarat,panch mahals district,68139
3860,2018,Q4,gujarat,narmada district,15550
3861,2018,Q4,gujarat,gir somnath district,58991
3862,2018,Q4,gujarat,valsad district,172711
3863,2018,Q4,gujarat,mahisagar district,25483
3864,2018,Q4,gujarat,sabar kantha district,91898
3865,2018,Q4,gujarat,tapi district,31929
3866,2018,Q4,gujarat,vadodara district,421895
3867,2018,Q4,gujarat,banas kantha district,197774
3868,2018,Q4,gujarat,amreli district,67020
3869,2018,Q4,gujarat,ahmadabad district,1212636
3870,2018,Q4,gujarat,dohad district,36773
