,year,quarter,state,district,registered_user
11113,2020,Q3,odisha,mayurbhanj district,270844
11114,2020,Q3,odisha,jharsuguda district,152813
11115,2020,Q3,odisha,kandhamal district,69124
11116,2020,Q3,odisha,deogarh district,31745
11117,2020,Q3,odisha,sundargarh district,381666
11118,2020,Q3,odisha,jagatsinghapur district,257975
11119,2020,Q3,odisha,balangir district,201628
11120,2020,Q3,odisha,baleshwar district,481741
11121,2020,Q3,odisha,puri district,369877
11122,2020,Q3,odisha,sonepur district,81435
11123,2020,Q3,odisha,khordha district,1232760
11124,2020,Q3,odisha,boudh district,49769
11125,2020,Q3,odisha,gajapati district,62087
11126,2020,Q3,odisha,nayagarh district,170588
11127,2020,Q3,odisha,nabarangpur district,70877
11128,2020,Q3,odisha,kendrapara district,249580
11129,2020,Q3,odisha,cuttack district,676102
11130,2020,Q4,odisha,rayagada district,139714
11131,2020,Q4,odisha,koraput district,157029
11132,2020,Q4,odisha,malkangiri district,54166
11133,2020,Q4,odisha,sambalpur district,238826
11134,2020,Q4,odisha,kalahandi district,196340
11135,2020,Q4,odisha,anugul district,293242
11136,2020,Q4,odisha,ganjam district,669973
11137,2020,Q4,odisha,jajapur district,451339
11138,2020,Q4,odisha,bargarh district,202272
11139,2020,Q4,odisha,dhenkanal district,236599
11140,2020,Q4,odisha,bhadrak district,342034
11141,2020,Q4,odisha,nuapada district,66020
11142,2020,Q4,odisha,kendujhar district,328498
11143,2020,Q4,odisha,mayurbhanj district,295929
11144,2020,Q4,odisha,jharsuguda district,166109
11145,2020,Q4,odisha,kandhamal district,77202
11146,2020,Q4,odisha,deogarh district,34813
11147,2020,Q4,odisha,sundargarh district,418311
11148,2020,Q4,odisha,jagatsinghapur district,280051
11149,2020,Q4,odisha,balangir district,221229
11150,2020,Q4,odisha,baleshwar district,520429
11151,2020,Q4,odisha,puri district,402457
11152,2020,Q4,odisha,sonepur district,88176
11153,2020,Q4,odisha,khordha district,1323794
11154,2020,Q4,odisha,boudh district,54203
11155,2020,Q4,odisha,gajapati district,69150
11156,2020,Q4,odisha,nayagarh district,184916
11157,2020,Q4,odisha,nabarangpur district,79855
11158,2020,Q4,odisha,kendrapara district,273289
11159,2020,Q4,odisha,cuttack district,732786
11160,2021,Q1,odisha,rayagada district,150744
11161,2021,Q1,odisha,koraput district,169607
11162,2021,Q1,odisha,malkangiri district,59019
11163,2021,Q1,odisha,sambalpur district,256784
11164,2021,Q1,odisha,kalahandi district,211780
11165,2021,Q1,odisha,anugul district,315065
11166,2021,Q1,odisha,ganjam district,721311
11167,2021,Q1,odisha,jajapur district,484003
11168,2021,Q1,odisha,bargarh district,217540
11169,2021,Q1,odisha,dhenkanal district,253469
11170,2021,Q1,odisha,bhadrak district,366825
11171,2021,Q1,odisha,nuapada district,71558
11172,2021,Q1,odisha,kendujhar district,352967
11173,2021,Q1,odisha,mayurbhanj district,318465
11174,2021,Q1,odisha,jharsuguda district,178481
11175,2021,Q1,odisha,kandhamal district,83432
11176,2021,Q1,odisha,deogarh district,37397
11177,2021,Q1,odisha,sundargarh district,450776
11178,2021,Q1,odisha,jagatsinghapur district,300122
11179,2021,Q1,odisha,balangir district,238380
11180,2021,Q1,odisha,baleshwar district,557273
11181,2021,Q1,odisha,puri district,431553
11182,2021,Q1,odisha,sonepur district,94551
11183,2021,Q1,odisha,khordha district,1415897
11184,2021,Q1,odisha,boudh district,58177
11185,2021,Q1,odisha,gajapati district,74629
11186,2021,Q1,odisha,nayagarh district,198238
11187,2021,Q1,odisha,nabarangpur district,86833
11188,2021,Q1,odisha,kendrapara district,293287
11189,2021,Q1,odisha,cuttack district,784846
11190,2021,Q2,odisha,rayagada district,161874
11191,2021,Q2,odisha,koraput district,182181
11192,2021,Q2,odisha,malkangiri district,63880
11193,2021,Q2,odisha,sambalpur district,275001
11194,2021,Q2,odisha,kalahandi district,227704
11195,2021,Q2,odisha,anugul district,338114
11196,2021,Q2,odisha,ganjam district,772409
11197,2021,Q2,odisha,jajapur district,518570
11198,2021,Q2,odisha,bargarh district,233243
11199,2021,Q2,odisha,dhenkanal district,271626
11200,2021,Q2,odisha,bhadrak district,392928
11201,2021,Q2,odisha,nuapada district,77158
11202,2021,Q2,odisha,kendujhar district,379263
11203,2021,Q2,odisha,mayurbhanj district,342898
11204,2021,Q2,odisha,jharsuguda district,191043
11205,2021,Q2,odisha,kandhamal district,89548
11206,2021,Q2,odisha,deogarh district,40332
11207,2021,Q2,odisha,sundargarh district,482937
11208,2021,Q2,odisha,jagatsinghapur district,321155
11209,2021,Q2,odisha,balangir district,256186
11210,2021,Q2,odisha,baleshwar district,596366
11211,2021,Q2,odisha,puri district,462146
11212,2021,Q2,odisha,sonepur district,101584
11213,2021,Q2,odisha,khordha district,1511068
11214,2021,Q2,odisha,boudh district,62600
11215,2021,Q2,odisha,gajapati district,80263
11216,2021,Q2,odisha,nayagarh district,212420
11217,2021,Q2,odisha,nabarangpur district,93780
11218,2021,Q2,odisha,kendrapara district,313828
11219,2021,Q2,odisha,cuttack district,838924
11220,2021,Q3,odisha,rayagada district,174728
11221,2021,Q3,odisha,koraput district,196851
11222,2021,Q3,odisha,malkangiri district,69669
11223,2021,Q3,odisha,sambalpur district,296251
11224,2021,Q3,odisha,kalahandi district,246601
11225,2021,Q3,odisha,anugul district,364818
11226,2021,Q3,odisha,ganjam district,831869
11227,2021,Q3,odisha,jajapur district,558822
11228,2021,Q3,odisha,bargarh district,252144
11229,2021,Q3,odisha,dhenkanal district,292800
11230,2021,Q3,odisha,bhadrak district,423068
11231,2021,Q3,odisha,nuapada district,83716
11232,2021,Q3,odisha,kendujhar district,410049
11233,2021,Q3,odisha,mayurbhanj district,371425
11234,2021,Q3,odisha,jharsuguda district,205663
11235,2021,Q3,odisha,kandhamal district,96862
11236,2021,Q3,odisha,deogarh district,43737
11237,2021,Q3,odisha,sundargarh district,520155
11238,2021,Q3,odisha,jagatsinghapur district,345234
11239,2021,Q3,odisha,balangir district,277146
11240,2021,Q3,odisha,baleshwar district,641826
11241,2021,Q3,odisha,puri district,497069
11242,2021,Q3,odisha,sonepur district,109924
11243,2021,Q3,odisha,khordha district,1618171
11244,2021,Q3,odisha,boudh district,67782
11245,2021,Q3,odisha,gajapati district,86765
11246,2021,Q3,odisha,nayagarh district,228677
11247,2021,Q3,odisha,nabarangpur district,102244
11248,2021,Q3,odisha,kendrapara district,337718
11249,2021,Q3,odisha,cuttack district,900706
11250,2021,Q4,odisha,rayagada district,187562
11251,2021,Q4,odisha,koraput district,211160
11252,2021,Q4,odisha,malkangiri district,75114
11253,2021,Q4,odisha,sambalpur district,317259
11254,2021,Q4,odisha,kalahandi district,264773
11255,2021,Q4,odisha,anugul district,390981
11256,2021,Q4,odisha,ganjam district,889686
11257,2021,Q4,odisha,jajapur district,598043
11258,2021,Q4,odisha,bargarh district,270113
11259,2021,Q4,odisha,dhenkanal district,313502
11260,2021,Q4,odisha,bhadrak district,452384
11261,2021,Q4,odisha,nuapada district,90146
11262,2021,Q4,odisha,kendujhar district,440078
11263,2021,Q4,odisha,mayurbhanj district,399076
11264,2021,Q4,odisha,jharsuguda district,220010
11265,2021,Q4,odisha,kandhamal district,103926
11266,2021,Q4,odisha,deogarh district,47096
11267,2021,Q4,odisha,sundargarh district,556973
11268,2021,Q4,odisha,jagatsinghapur district,368959
11269,2021,Q4,odisha,balangir district,297438
11270,2021,Q4,odisha,baleshwar district,685881
11271,2021,Q4,odisha,puri district,531127
11272,2021,Q4,odisha,sonepur district,117909
11273,2021,Q4,odisha,khordha district,1725313
11274,2021,Q4,odisha,boudh district,72717
11275,2021,Q4,odisha,gajapati district,93201
11276,2021,Q4,odisha,nayagarh district,244622
11277,2021,Q4,odisha,nabarangpur district,110406
11278,2021,Q4,odisha,kendrapara district,361439
11279,2021,Q4,odisha,cuttack district,962341
11280,2022,Q1,odisha,rayagada district,199745
11281,2022,Q1,odisha,koraput district,224651
11282,2022,Q1,odisha,malkangiri district,80251
11283,2022,Q1,odisha,sambalpur district,337359
11284,2022,Q1,odisha,kalahandi district,282939
11285,2022,Q1,odisha,anugul district,416483
11286,2022,Q1,odisha,ganjam district,946066
11287,2022,Q1,odisha,jajapur district,636291
11288,2022,Q1,odisha,bargarh district,288188
11289,2022,Q1,odisha,dhenkanal district,334288
11290,2022,Q1,odisha,bhadrak district,481063
11291,2022,Q1,odisha,nuapada district,96377
11292,2022,Q1,odisha,kendujhar district,469295
11293,2022,Q1,odisha,mayurbhanj district,426398
11294,2022,Q1,odisha,jharsuguda district,234082
11295,2022,Q1,odisha,kandhamal district,110888
11296,2022,Q1,odisha,deogarh district,50320
11297,2022,Q1,odisha,sundargarh district,592346
11298,2022,Q1,odisha,jagatsinghapur district,392154
11299,2022,Q1,odisha,balangir district,317138
11300,2022,Q1,odisha,baleshwar district,728990
11301,2022,Q1,odisha,puri district,564442
11302,2022,Q1,odisha,sonepur district,125997
11303,2022,Q1,odisha,khordha district,1827307
11304,2022,Q1,odisha,boudh district,77892
11305,2022,Q1,odisha,gajapati district,99565
11306,2022,Q1,odisha,nayagarh district,260324
11307,2022,Q1,odisha,nabarangpur district,117939
11308,2022,Q1,odisha,kendrapara district,384475
11309,2022,Q1,odisha,cuttack district,1021526
11310,2022,Q2,odisha,rayagada district,211140
11311,2022,Q2,odisha,koraput district,237081
11312,2022,Q2,odisha,malkangiri district,84884
11313,2022,Q2,odisha,sambalpur district,356271
11314,2022,Q2,odisha,kalahandi district,299472
11315,2022,Q2,odisha,anugul district,440242
11316,2022,Q2,odisha,ganjam district,999398
11317,2022,Q2,odisha,jajapur district,672209
11318,2022,Q2,odisha,bargarh district,304554
11319,2022,Q2,odisha,dhenkanal district,353317
11320,2022,Q2,odisha,bhadrak district,507695
11321,2022,Q2,odisha,nuapada district,101852
11322,2022,Q2,odisha,kendujhar district,496154
11323,2022,Q2,odisha,mayurbhanj district,451049
11324,2022,Q2,odisha,jharsuguda district,247348
11325,2022,Q2,odisha,kandhamal district,117216
11326,2022,Q2,odisha,deogarh district,53242
11327,2022,Q2,odisha,sundargarh district,625606
11328,2022,Q2,odisha,jagatsinghapur district,414004
11329,2022,Q2,odisha,balangir district,335510
11330,2022,Q2,odisha,baleshwar district,769737
11331,2022,Q2,odisha,puri district,595694
11332,2022,Q2,odisha,sonepur district,133295
11333,2022,Q2,odisha,khordha district,1924289
11334,2022,Q2,odisha,boudh district,82326
11335,2022,Q2,odisha,gajapati district,105268
11336,2022,Q2,odisha,nayagarh district,274898
11337,2022,Q2,odisha,nabarangpur district,124828
11338,2022,Q2,odisha,kendrapara district,406125
11339,2022,Q2,odisha,cuttack district,1077286
11340,2022,Q3,odisha,rayagada district,222586
11341,2022,Q3,odisha,koraput district,249470
11342,2022,Q3,odisha,malkangiri district,89362
11343,2022,Q3,odisha,sambalpur district,375127
11344,2022,Q3,odisha,kalahandi district,315775
11345,2022,Q3,odisha,anugul district,464296
11346,2022,Q3,odisha,ganjam district,1054407
11347,2022,Q3,odisha,jajapur district,709685
11348,2022,Q3,odisha,bargarh district,320560
11349,2022,Q3,odisha,dhenkanal district,372560
11350,2022,Q3,odisha,bhadrak district,535581
11351,2022,Q3,odisha,nuapada district,107220
11352,2022,Q3,odisha,kendujhar district,523219
11353,2022,Q3,odisha,mayurbhanj district,475312
11354,2022,Q3,odisha,jharsuguda district,260834
11355,2022,Q3,odisha,kandhamal district,123544
11356,2022,Q3,odisha,deogarh district,55962
11357,2022,Q3,odisha,sundargarh district,658859
11358,2022,Q3,odisha,jagatsinghapur district,436498
11359,2022,Q3,odisha,balangir district,353484
11360,2022,Q3,odisha,baleshwar district,812109
11361,2022,Q3,odisha,puri district,627710
11362,2022,Q3,odisha,sonepur district,140448
11363,2022,Q3,odisha,khordha district,2025108
11364,2022,Q3,odisha,boudh district,86776
11365,2022,Q3,odisha,gajapati district,111136
11366,2022,Q3,odisha,nayagarh district,290094
11367,2022,Q3,odisha,nabarangpur district,131269
11368,2022,Q3,odisha,kendrapara district,428410
11369,2022,Q3,odisha,cuttack district,1135881
11370,2022,Q4,odisha,rayagada district,233250
11371,2022,Q4,odisha,koraput district,260639
11372,2022,Q4,odisha,malkangiri district,93093
11373,2022,Q4,odisha,sambalpur district,392612
11374,2022,Q4,odisha,kalahandi district,330196
11375,2022,Q4,odisha,anugul district,486514
11376,2022,Q4,odisha,ganjam district,1105095
11377,2022,Q4,odisha,jajapur district,743948
11378,2022,Q4,odisha,bargarh district,334060
11379,2022,Q4,odisha,dhenkanal district,389751
11380,2022,Q4,odisha,bhadrak district,560896
11381,2022,Q4,odisha,nuapada district,111771
11382,2022,Q4,odisha,kendujhar district,547019
11383,2022,Q4,odisha,mayurbhanj district,495920
11384,2022,Q4,odisha,jharsuguda district,273411
11385,2022,Q4,odisha,kandhamal district,129217
11386,2022,Q4,odisha,deogarh district,58213
11387,2022,Q4,odisha,sundargarh district,689753
11388,2022,Q4,odisha,jagatsinghapur district,457355
11389,2022,Q4,odisha,balangir district,369088
11390,2022,Q4,odisha,baleshwar district,850800
11391,2022,Q4,odisha,puri district,657668
11392,2022,Q4,odisha,sonepur district,146518
11393,2022,Q4,odisha,khordha district,2124474
11394,2022,Q4,odisha,boudh district,90477
11395,2022,Q4,odisha,gajapati district,116235
11396,2022,Q4,odisha,nayagarh district,303718
11397,2022,Q4,odisha,nabarangpur district,136384
11398,2022,Q4,odisha,kendrapara district,448239
11399,2022,Q4,odisha,cuttack district,1190925
11400,2023,Q1,odisha,rayagada district,244361
11401,2023,Q1,odisha,koraput district,272545
11402,2023,Q1,odisha,malkangiri district,97476
11403,2023,Q1,odisha,sambalpur district,410880
11404,2023,Q1,odisha,kalahandi district,346059
11405,2023,Q1,odisha,anugul district,509422
11406,2023,Q1,odisha,ganjam district,1156695
11407,2023,Q1,odisha,jajapur district,779435
11408,2023,Q1,odisha,bargarh district,349731
11409,2023,Q1,odisha,dhenkanal district,408554
11410,2023,Q1,odisha,bhadrak district,587089
11411,2023,Q1,odisha,nuapada district,116868
11412,2023,Q1,odisha,kendujhar district,573097
11413,2023,Q1,odisha,mayurbhanj district,519691
11414,2023,Q1,odisha,jharsuguda district,286528
11415,2023,Q1,odisha,kandhamal district,135276
11416,2023,Q1,odisha,deogarh district,60935
11417,2023,Q1,odisha,sundargarh district,721849
11418,2023,Q1,odisha,jagatsinghapur district,478526
11419,2023,Q1,odisha,balangir district,386539
11420,2023,Q1,odisha,baleshwar district,890218
11421,2023,Q1,odisha,puri district,687988
11422,2023,Q1,odisha,sonepur district,153663
11423,2023,Q1,odisha,khordha district,2220922
11424,2023,Q1,odisha,boudh district,94733
11425,2023,Q1,odisha,gajapati district,121770
11426,2023,Q1,odisha,nayagarh district,317861
11427,2023,Q1,odisha,nabarangpur district,142795
11428,2023,Q1,odisha,kendrapara district,469483
11429,2023,Q1,odisha,cuttack district,1246094
11430,2023,Q2,odisha,rayagada district,255351
11431,2023,Q2,odisha,koraput district,284656
11432,2023,Q2,odisha,malkangiri district,102207
11433,2023,Q2,odisha,sambalpur district,428364
11434,2023,Q2,odisha,kalahandi district,362348
11435,2023,Q2,odisha,anugul district,531744
11436,2023,Q2,odisha,ganjam district,1206180
11437,2023,Q2,odisha,jajapur district,812448
11438,2023,Q2,odisha,bargarh district,365839
11439,2023,Q2,odisha,dhenkanal district,426807
11440,2023,Q2,odisha,bhadrak district,612055
11441,2023,Q2,odisha,nuapada district,122535
11442,2023,Q2,odisha,kendujhar district,598879
11443,2023,Q2,odisha,mayurbhanj district,544278
11444,2023,Q2,odisha,jharsuguda district,298784
11445,2023,Q2,odisha,kandhamal district,141530
11446,2023,Q2,odisha,deogarh district,63936
11447,2023,Q2,odisha,sundargarh district,752827
11448,2023,Q2,odisha,jagatsinghapur district,498811
11449,2023,Q2,odisha,balangir district,404297
11450,2023,Q2,odisha,baleshwar district,928537
11451,2023,Q2,odisha,puri district,716985
11452,2023,Q2,odisha,sonepur district,160775
11453,2023,Q2,odisha,khordha district,2305026
11454,2023,Q2,odisha,boudh district,99233
11455,2023,Q2,odisha,gajapati district,127250
11456,2023,Q2,odisha,nayagarh district,331761
11457,2023,Q2,odisha,nabarangpur district,149899
11458,2023,Q2,odisha,kendrapara district,489599
11459,2023,Q2,odisha,cuttack district,1297120
11460,2023,Q3,odisha,rayagada district,266420
11461,2023,Q3,odisha,koraput district,296920
11462,2023,Q3,odisha,malkangiri district,106928
11463,2023,Q3,odisha,sambalpur district,446108
11464,2023,Q3,odisha,kalahandi district,378083
11465,2023,Q3,odisha,anugul district,554273
11466,2023,Q3,odisha,ganjam district,1256950
11467,2023,Q3,odisha,jajapur district,845882
11468,2023,Q3,odisha,bargarh district,381349
11469,2023,Q3,odisha,dhenkanal district,444835
11470,2023,Q3,odisha,bhadrak district,637667
11471,2023,Q3,odisha,nuapada district,128118
11472,2023,Q3,odisha,kendujhar district,624670
11473,2023,Q3,odisha,mayurbhanj district,568108
11474,2023,Q3,odisha,jharsuguda district,311323
11475,2023,Q3,odisha,kandhamal district,147796
11476,2023,Q3,odisha,deogarh district,66771
11477,2023,Q3,odisha,sundargarh district,783750
11478,2023,Q3,odisha,jagatsinghapur district,519617
11479,2023,Q3,odisha,balangir district,421788
11480,2023,Q3,odisha,baleshwar district,967259
11481,2023,Q3,odisha,puri district,746565
11482,2023,Q3,odisha,sonepur district,167785
11483,2023,Q3,odisha,khordha district,2395932
11484,2023,Q3,odisha,boudh district,103662
11485,2023,Q3,odisha,gajapati district,132903
11486,2023,Q3,odisha,nayagarh district,345910
11487,2023,Q3,odisha,nabarangpur district,156943
11488,2023,Q3,odisha,kendrapara district,510157
11489,2023,Q3,odisha,cuttack district,1349987
11490,2023,Q4,odisha,rayagada district,277066
11491,2023,Q4,odisha,koraput district,308178
11492,2023,Q4,odisha,malkangiri district,111210
11493,2023,Q4,odisha,sambalpur district,462817
11494,2023,Q4,odisha,kalahandi district,393258
11495,2023,Q4,odisha,anugul district,575864
11496,2023,Q4,odisha,ganjam district,1305472
11497,2023,Q4,odisha,jajapur district,878546
11498,2023,Q4,odisha,bargarh district,396730
11499,2023,Q4,odisha,dhenkanal district,462840
11500,2023,Q4,odisha,bhadrak district,662206
11501,2023,Q4,odisha,nuapada district,133129
11502,2023,Q4,odisha,kendujhar district,649376
11503,2023,Q4,odisha,mayurbhanj district,591163
11504,2023,Q4,odisha,jharsuguda district,323114
11505,2023,Q4,odisha,kandhamal district,153515
11506,2023,Q4,odisha,deogarh district,69566
11507,2023,Q4,odisha,sundargarh district,813266
11508,2023,Q4,odisha,jagatsinghapur district,539925
11509,2023,Q4,odisha,balangir district,438473
11510,2023,Q4,odisha,baleshwar district,1004861
11511,2023,Q4,odisha,puri district,775121
11512,2023,Q4,odisha,sonepur district,174735
11513,2023,Q4,odisha,khordha district,2480213
11514,2023,Q4,odisha,boudh district,107895
11515,2023,Q4,odisha,gajapati district,138201
11516,2023,Q4,odisha,nayagarh district,359446
11517,2023,Q4,odisha,nabarangpur district,163272
11518,2023,Q4,odisha,kendrapara district,530267
11519,2023,Q4,odisha,cuttack district,1401267
11520,2018,Q1,puducherry,karaikal district,3628
11521,2018,Q1,puducherry,puducherry district,42117
11522,2018,Q1,puducherry,yanam district,2500
11523,2018,Q1,puducherry,mahe district,1073
11524,2018,Q2,puducherry,karaikal district,5393
11525,2018,Q2,puducherry,puducherry district,55513
11526,2018,Q2,puducherry,yanam district,3232
11527,2018,Q2,puducherry,mahe district,1442
11528,2018,Q3,puducherry,karaikal district,7174
11529,2018,Q3,puducherry,puducherry district,68634
11530,2018,Q3,puducherry,yanam district,3926
11531,2018,Q3,puducherry,mahe district,1812
11532,2018,Q4,puducherry,karaikal district,9578
11533,2018,Q4,puducherry,puducherry district,92629
11534,2018,Q4,puducherry,yanam district,4901
11535,2018,Q4,puducherry,mahe district,2386
11536,2019,Q1,puducherry,karaikal district,11549
11537,2019,Q1,puducherry,puducherry district,112798
11538,2019,Q1,puducherry,yanam district,5814
11539,2019,Q1,puducherry,mahe district,2898
11540,2019,Q2,puducherry,karaikal district,13827
11541,2019,Q2,puducherry,puducherry district,132703
11542,2019,Q2,puducherry,yanam district,6485
11543,2019,Q2,puducherry,mahe district,3443
11544,2019,Q3,puducherry,karaikal district,15875
11545,2019,Q3,puducherry,puducherry district,150642
11546,2019,Q3,puducherry,yanam district,7342
11547,2019,Q3,puducherry,mahe district,4009
11548,2019,Q4,puducherry,karaikal district,18134
11549,2019,Q4,puducherry,puducherry district,173175
11550,2019,Q4,puducherry,yanam district,8287
11551,2019,Q4,puducherry,mahe district,4696
11552,2020,Q1,puducherry,karaikal district,20775
11553,2020,Q1,puducherry,puducherry district,195398
11554,2020,Q1,puducherry,yanam district,9266
11555,2020,Q1,puducherry,mahe district,5469
11556,2020,Q2,puducherry,karaikal district,23612
11557,2020,Q2,puducherry,puducherry district,215429
11558,2020,Q2,puducherry,yanam district,10164
11559,2020,Q2,puducherry,mahe district,6395
11560,2020,Q3,puducherry,karaikal district,26910
11561,2020,Q3,puducherry,puducherry district,239707
11562,2020,Q3,puducherry,yanam district,11054
11563,2020,Q3,puducherry,mahe district,7502
11564,2020,Q4,puducherry,karaikal district,30982
11565,2020,Q4,puducherry,puducherry district,267946
11566,2020,Q4,puducherry,yanam district,12131
11567,2020,Q4,puducherry,mahe district,8567
11568,2021,Q1,puducherry,karaikal district,33876
11569,2021,Q1,puducherry,puducherry district,290107
11570,2021,Q1,puducherry,yanam district,13005
11571,2021,Q1,puducherry,mahe district,9291
11572,2021,Q2,puducherry,karaikal district,36328
11573,2021,Q2,puducherry,puducherry district,309892
11574,2021,Q2,puducherry,yanam district,13854
11575,2021,Q2,puducherry,mahe district,9887
11576,2021,Q3,puducherry,karaikal district,39011
11577,2021,Q3,puducherry,puducherry district,332193
11578,2021,Q3,puducherry,yanam district,14823
11579,2021,Q3,puducherry,mahe district,10582
11580,2021,Q4,puducherry,karaikal district,41695
11581,2021,Q4,puducherry,puducherry district,354425
11582,2021,Q4,puducherry,yanam district,15809
11583,2021,Q4,puducherry,mahe district,11238
11584,2022,Q1,puducherry,karaikal district,44201
11585,2022,Q1,puducherry,puducherry district,375238
11586,2022,Q1,puducherry,yanam district,16747
11587,2022,Q1,puducherry,mahe district,11865
11588,2022,Q2,puducherry,karaikal district,46573
11589,2022,Q2,puducherry,puducherry district,394977
11590,2022,Q2,puducherry,yanam district,17644
11591,2022,Q2,puducherry,mahe district,12469
11592,2022,Q3,puducherry,karaikal district,49034
11593,2022,Q3,puducherry,puducherry district,415847
11594,2022,Q3,puducherry,yanam district,18606
11595,2022,Q3,puducherry,mahe district,13083
11596,2022,Q4,puducherry,karaikal district,51364
11597,2022,Q4,puducherry,puducherry district,436067
11598,2022,Q4,puducherry,yanam district,19579
11599,2022,Q4,puducherry,mahe district,13639
11600,2023,Q1,puducherry,karaikal district,53685
11601,2023,Q1,puducherry,puducherry district,455449
11602,2023,Q1,puducherry,yanam district,20481
11603,2023,Q1,puducherry,mahe district,14204
11604,2023,Q2,puducherry,karaikal district,55776
11605,2023,Q2,puducherry,puducherry district,472714
11606,2023,Q2,puducherry,yanam district,21261
11607,2023,Q2,puducherry,mahe district,14680
11608,2023,Q3,puducherry,karaikal district,58040
11609,2023,Q3,puducherry,puducherry district,491130
11610,2023,Q3,puducherry,yanam district,22161
11611,2023,Q3,puducherry,mahe district,15219
11612,2023,Q4,puducherry,karaikal district,60186
11613,2023,Q4,puducherry,puducherry district,508901
11614,2023,Q4,puducherry,yanam district,23033
11615,2023,Q4,puducherry,mahe district,15718
11616,2018,Q1,punjab,shahid bhagat singh nagar district,7519
11617,2018,Q1,punjab,fazilka district,44823
11618,2018,Q1,punjab,barnala district,12242
11619,2018,Q1,punjab,mansa district,20521
11620,2018,Q1,punjab,ludhiana district,168625
11621,2018,Q1,punjab,sri muktsar sahib district,21239
11622,2018,Q1,punjab,patiala district,66507
11623,2018,Q1,punjab,pathankot district,20420
11624,2018,Q1,punjab,fatehgarh sahib district,14764
11625,2018,Q1,punjab,rupnagar district,17004
11626,2018,Q1,punjab,tarn taran district,11244
11627,2018,Q1,punjab,sas nagar district,121113
11628,2018,Q1,punjab,sangrur district,37485
11629,2018,Q1,punjab,jalandhar district,57808
11630,2018,Q1,punjab,bathinda district,52466
11631,2018,Q1,punjab,kapurthala district,18281
11632,2018,Q1,punjab,firozepur district,19987
11633,2018,Q1,punjab,gurdaspur district,21372
11634,2018,Q1,punjab,amritsar district,59685
11635,2018,Q1,punjab,faridkot district,14795
11636,2018,Q1,punjab,hoshiarpur district,25348
11637,2018,Q1,punjab,moga district,13894
11638,2018,Q2,punjab,shahid bhagat singh nagar district,10332
11639,2018,Q2,punjab,fazilka district,60134
11640,2018,Q2,punjab,barnala district,16405
11641,2018,Q2,punjab,mansa district,27053
11642,2018,Q2,punjab,ludhiana district,230404
11643,2018,Q2,punjab,sri muktsar sahib district,28590
11644,2018,Q2,punjab,patiala district,90123
11645,2018,Q2,punjab,pathankot district,29096
11646,2018,Q2,punjab,fatehgarh sahib district,20549
11647,2018,Q2,punjab,rupnagar district,23246
11648,2018,Q2,punjab,tarn taran district,15514
11649,2018,Q2,punjab,sas nagar district,161605
11650,2018,Q2,punjab,sangrur district,50749
11651,2018,Q2,punjab,jalandhar district,79991
11652,2018,Q2,punjab,bathinda district,70948
11653,2018,Q2,punjab,kapurthala district,24556
11654,2018,Q2,punjab,firozepur district,27110
11655,2018,Q2,punjab,gurdaspur district,29910
11656,2018,Q2,punjab,amritsar district,82735
11657,2018,Q2,punjab,faridkot district,19714
11658,2018,Q2,punjab,hoshiarpur district,34576
11659,2018,Q2,punjab,moga district,18850
11660,2018,Q3,punjab,shahid bhagat singh nagar district,13651
11661,2018,Q3,punjab,fazilka district,73785
11662,2018,Q3,punjab,barnala district,20578
11663,2018,Q3,punjab,mansa district,32798
11664,2018,Q3,punjab,ludhiana district,296414
11665,2018,Q3,punjab,sri muktsar sahib district,35579
11666,2018,Q3,punjab,patiala district,113902
11667,2018,Q3,punjab,pathankot district,37880
11668,2018,Q3,punjab,fatehgarh sahib district,26642
11669,2018,Q3,punjab,rupnagar district,30201
11670,2018,Q3,punjab,tarn taran district,21326
11671,2018,Q3,punjab,sas nagar district,201458
11672,2018,Q3,punjab,sangrur district,64978
11673,2018,Q3,punjab,jalandhar district,104824
11674,2018,Q3,punjab,bathinda district,88508
11675,2018,Q3,punjab,kapurthala district,31128
11676,2018,Q3,punjab,firozepur district,34756
11677,2018,Q3,punjab,gurdaspur district,39920
11678,2018,Q3,punjab,amritsar district,108935
11679,2018,Q3,punjab,faridkot district,25150
11680,2018,Q3,punjab,hoshiarpur district,45862
11681,2018,Q3,punjab,moga district,24873
11682,2018,Q4,punjab,shahid bhagat singh nagar district,17534
11683,2018,Q4,punjab,fazilka district,89590
11684,2018,Q4,punjab,barnala district,25961
11685,2018,Q4,punjab,mansa district,39841
11686,2018,Q4,punjab,ludhiana district,378237
11687,2018,Q4,punjab,sri muktsar sahib district,44046
11688,2018,Q4,punjab,patiala district,142989
11689,2018,Q4,punjab,pathankot district,49244
11690,2018,Q4,punjab,fatehgarh sahib district,33652
11691,2018,Q4,punjab,rupnagar district,38623
11692,2018,Q4,punjab,tarn taran district,27566
11693,2018,Q4,punjab,sas nagar district,250733
11694,2018,Q4,punjab,sangrur district,82334
11695,2018,Q4,punjab,jalandhar district,135966
11696,2018,Q4,punjab,bathinda district,109505
11697,2018,Q4,punjab,kapurthala district,39412
11698,2018,Q4,punjab,firozepur district,44095
11699,2018,Q4,punjab,gurdaspur district,51644
11700,2018,Q4,punjab,amritsar district,141933
11701,2018,Q4,punjab,faridkot district,31389
11702,2018,Q4,punjab,hoshiarpur district,59684
